,Magnetometerx,Magnetometery,Magnetometerz
0,-1.568,-1.568,3.136
1,-1.568,-1.568,3.136
2,-1.568,-1.568,3.136
3,0.098,-1.568,3.136
4,0.0,-1.568,3.136
5,0.0,-1.568,3.136
6,0.0,-1.568,3.136
7,0.0,-1.568,3.136
8,-1.568,-1.568,3.136
9,-1.568,-1.568,3.136
10,0.196,-1.568,3.136
11,0.196,-1.568,3.136
12,0.196,-1.568,3.136
13,0.196,-1.568,3.136
14,-1.568,-1.568,3.136
15,-1.568,-1.568,3.136
16,-1.568,-1.568,3.136
17,-1.568,-1.568,3.136
18,-1.568,-1.568,3.136
19,0.098,-1.568,3.136
20,0.098,-1.568,3.136
21,-1.568,-1.568,3.136
22,-1.568,-1.568,3.136
23,-1.568,-1.568,3.136
24,-1.568,-1.568,3.136
25,-1.568,-1.568,3.136
26,0.0,-1.568,3.136
27,0.0,-1.568,3.136
28,0.0,-1.568,3.136
29,0.0,-1.568,3.136
30,-1.568,-1.568,3.136
31,0.196,-1.568,3.136
32,0.0,-1.568,3.136
33,0.0,-1.568,3.136
34,0.0,-1.568,3.136
35,1.47,-1.568,3.136
36,0.196,-1.568,3.136
37,0.098,-1.568,3.136
38,0.098,-1.568,3.136
39,0.098,-1.568,3.136
40,0.098,-1.568,3.136
41,-1.568,-1.568,3.136
42,-1.568,-1.568,3.136
43,-1.568,-1.568,3.136
44,-1.568,-1.568,3.136
45,-1.568,-1.568,3.136
46,-1.568,-1.568,3.136
47,-1.568,-1.568,3.136
48,-1.568,-1.568,3.136
49,-1.568,-1.568,3.136
50,-1.568,-1.568,3.136
51,-1.568,-1.568,3.136
52,0.0,-1.568,3.136
53,-1.568,-1.568,3.136
54,0.0,-1.568,3.136
55,0.0,-1.568,3.136
56,0.0,-1.568,3.136
57,0.0,-1.568,3.136
58,-1.568,-1.568,3.136
59,0.0,-1.568,3.136
60,-1.568,-1.568,3.136
61,-1.568,-1.568,3.136
62,-1.568,-1.568,3.136
63,0.0,-1.568,3.136
64,-1.568,-1.568,3.136
65,-1.568,-1.568,3.136
66,-1.568,-1.568,3.136
67,-1.568,-1.568,3.136
68,-1.568,-1.568,3.136
69,0.098,-1.568,3.136
70,0.0,-1.568,3.136
71,0.098,-1.568,3.136
72,0.098,-1.568,3.136
73,0.098,-1.568,3.136
74,-1.568,-1.568,3.136
75,0.0,-1.568,3.136
76,-1.568,-1.568,3.136
77,-1.568,-1.568,3.136
78,-1.568,-1.568,3.136
79,-1.568,-1.568,3.136
80,-1.568,-1.568,3.136
81,0.0,-1.568,3.136
82,-1.568,-1.568,3.136
83,-1.568,-1.568,3.136
84,-1.568,-1.568,3.136
85,0.098,-1.568,3.136
86,0.098,-1.568,3.136
87,0.0,-1.568,3.136
88,0.0,-1.568,3.136
89,0.0,-1.568,3.136
90,0.0,-1.568,3.136
91,-1.568,-1.568,3.136
92,0.098,-1.568,3.136
93,-1.568,-1.568,3.136
94,-1.568,-1.568,3.136
95,-1.568,-1.568,3.136
96,-1.568,-1.568,3.136
97,0.098,-1.568,3.136
98,0.196,-1.568,3.136
99,0.196,-1.568,3.136
